"","genre","yob","age","pob","citizenship","citizenship_code","religion","age_arrival_ita","years_in_ita","legal_status","legal_status_binary","educational_title","years_of_education","recognized","italian_language_knowledge","recognized_binary","avg_monthly_salary","avg_working_hours_pw","avg_monthly_income_cohabiting_persons","marital_status","partner_citizenship","n_of_children","n_of_cohabiting_persons","personal_money_back_home","cohabiting_persons_money_back_home","GP","first_aid","specialist_visits_SSN","specialist_visits_private","volunteer_center","prevention"
"113","Female",1976,40,"Abroad","Africa","436","Muslim",27,13,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, not informed","Fairly","No",900,40,900,"Single","Same as respondent",0,1,100,100,"Yes","No","Yes","No","No","Yes"
"114","Female",1976,40,"Abroad","Europe","201","Muslim",24,16,"Dual citizenship","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",1200,40,2500,"Married","Same as respondent",1,3,500,500,"Yes","No","Yes","No","No","Yes"
"115","Female",1968,48,"Abroad","Europe","201","Muslim",33,15,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",700,40,1900,"Married","Same as respondent",2,4,0,0,"Yes","No","No","No","No","Yes"
"116","Female",1969,47,"Abroad","Europe","201","Muslim",28,19,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",700,20,2600,"Married","Italian",1,3,0,0,"Yes","Yes","Yes","No","No","Yes"
"117","Female",1955,61,"Abroad","Europe","209","Orthodox Christian",58,3,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Don't know, not informed","Little","No",1200,40,1200,"Married","Same as respondent",3,1,700,700,"No","No","No","No","No","No"
"118","Male",1976,40,"Abroad","Europe","201","Muslim",27,13,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, not informed","Fairly","No",1600,40,2600,"Married","Same as respondent",1,3,0,300,"Yes","Yes","Yes","No","No","Yes"
"119","Male",1977,39,"Abroad","Asia","330","Hindu",29,10,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",1800,40,1800,"Married","Same as respondent",2,4,0,0,"Yes","No","No","No","No","Yes"
"120","Female",1979,37,"Abroad","Europe","254","Orthodox Christian",28,9,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",1200,40,1200,"Single","I do not have a spouse/partner",0,1,50,50,"Yes","No","Yes","No","No","Yes"
"121","Male",1976,40,"Abroad","Europe","201","Muslim",28,12,"CE long-term residence permit","Legal","University degree or postgraduate diploma",16,"Yes","Very well","Yes",1600,40,3000,"Married","Same as respondent",1,3,500,500,"Yes","Yes","Yes","No","No","Yes"
"122","Female",1976,40,"Abroad","Europe","235","Orthodox Christian",30,10,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",400,10,2000,"Married","Same as respondent",2,4,0,50,"Yes","Yes","Yes","No","No","Yes"
"123","Female",1980,36,"Abroad","Europe","235","Orthodox Christian",27,9,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",1500,40,3000,"Single","Italian",0,2,200,200,"Yes","No","Yes","No","No","Yes"
"124","Female",1986,30,"Abroad","Europe","235","Orthodox Christian",21,9,"EU citizens (or dual citizenship of another EU country)","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",900,40,2000,"Married","Same as respondent",2,4,0,0,"Yes","No","Yes","No","No","Yes"
"125","Male",1991,25,"Abroad","Asia","323","Catholic Christian",19,6,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very well","No",900,40,2000,"Single","I do not have a spouse/partner",0,5,0,250,"Yes","Yes","No","Yes","No","No"
"126","Male",1970,46,"Abroad","Africa","401","Muslim",32,14,"CE long-term residence permit","Legal","None",0,NA,"Very well",NA,1400,40,2050,"Married","Same as respondent",2,3,100,200,"Yes","No","No","Yes","No","Yes"
"127","Female",1975,41,"Abroad","Africa","411","Evangelical Christian",38,3,"Never had any legal status (undocumented)","Illegal","Upper secondary school",13,NA,"Very",NA,300,28,300,"Married","Same as respondent",2,1,0,0,"No","No","No","No","No","No"
"128","Female",1979,37,"Abroad","Africa","411","Evangelical Christian",26,11,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very well","No",200,5,200,"Single","I do not have a spouse/partner",1,3,0,0,"Yes","Yes","Yes","No","No","Yes"
"129","Female",1980,36,"Abroad","Africa","436","Muslim",28,8,"CE long-term residence permit","Legal","Vocational qualification",11,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",150,10,700,"Married","Same as respondent",3,4,0,0,"Yes","Yes","No","No","No","Yes"
"130","Male",1976,40,"Abroad","Africa","409","Muslim",28,12,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",900,30,1900,"Single","Same as respondent",1,4,200,200,"Yes","No","No","No","No","No"
"131","Male",1969,47,"Abroad","Africa","450","Muslim",35,12,"CE long-term residence permit","Legal","Primary school",5,"Don't know, not informed","Very","No",1200,40,1200,"Married","Same as respondent",4,1,300,300,"Yes","No","No","No","No","Yes"
"132","Female",1986,30,"Abroad","Africa","401","Muslim",29,1,"Valid residence permit/visa","Legal","Upper secondary school",13,"No","Little","No",600,20,1900,"Married","Same as respondent",0,2,150,300,"Yes","No","No","No","No","No"
"133","Male",1973,43,"Abroad","Africa","423","Catholic Christian",26,17,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, wouldn't need it given the job opportunities in Italy","Very well","No",1500,40,1500,"Divorced/Separated","Same as respondent",2,6,200,250,"Yes","No","No","No","No","Yes"
"134","Male",1970,46,"Abroad","Africa","409","Muslim",35,11,"CE long-term residence permit","Legal","None",0,NA,"Fairly",NA,1200,60,1200,"Married","Same as respondent",2,5,100,150,"No","No","No","No","No","No"
"135","Female",1981,35,"Abroad","Europe","254","Catholic Christian",25,10,"Dual citizenship","Legal","Vocational qualification",11,"No","Very","No",1100,40,2500,"Married","Italian",2,4,200,200,"Yes","No","No","No","No","No"
"136","Female",1984,32,"Abroad","Europe","201","Catholic Christian",28,4,"Valid residence permit/visa","Legal","Primary school",5,"Don't know, not informed","Fairly","No",600,25,900,"Divorced/Separated","I do not have a spouse/partner",1,2,0,0,"Yes","No","No","No","No","No"
"137","Male",1982,34,"Abroad","Europe","235","Orthodox Christian",27,7,"EU citizens (or dual citizenship of another EU country)","Legal","Vocational qualification",11,"Yes","Very well","Yes",1600,50,2500,"Single","Italian",0,2,0,0,"Yes","No","No","No","No","No"
"138","Male",1961,55,"Abroad","Europe","235","Orthodox Christian",42,13,"EU citizens (or dual citizenship of another EU country)","Legal","Vocational qualification",11,"Yes","Very","Yes",1500,45,1500,"Married","Same as respondent",5,6,0,0,"Yes","No","No","No","No","No"
"139","Male",1979,37,"Abroad","Europe","272","Muslim",26,11,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1500,50,1500,"Married","Same as respondent",3,1,500,500,"Yes","No","Yes","No","No","No"
"140","Male",1972,44,"Abroad","Africa","443","Muslim",30,14,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",1600,45,1600,"Married","Same as respondent",3,5,0,50,"No","No","Yes","No","No","Yes"
"141","Male",1972,44,"Abroad","Europe","201","Muslim",28,16,"Dual citizenship","Legal","Lower secondary school",8,"No","Very well","No",1700,45,2500,"Married","Same as respondent",2,6,0,100,"Yes","No","Yes","No","No","No"
"142","Male",1995,21,"Abroad","Asia","311","Catholic Christian",17,4,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",1200,40,2000,"Single","I do not have a spouse/partner",0,2,0,1000,"No","No","No","No","No","No"
"143","Male",1972,44,"Abroad","Africa","423","Catholic Christian",33,11,"Valid residence permit/visa","Legal","None",0,NA,"Fairly",NA,500,5,1000,"Married","Same as respondent",4,6,0,0,"Yes","Yes","No","No","Yes","Yes"
"144","Male",1970,46,"Abroad","Africa","423","Catholic Christian",38,8,"CE long-term residence permit","Legal","Vocational qualification",11,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",1600,45,1600,"Married","Same as respondent",4,6,0,100,"Yes","No","Yes","No","No","Yes"
"145","Male",1984,32,"Abroad","Europe","272","Muslim",20,12,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",1400,45,1400,"Married","Same as respondent",2,4,0,100,"Yes","No","Yes","No","No","No"
"146","Male",1968,48,"Abroad","Africa","450","Muslim",34,14,"CE long-term residence permit","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",1500,45,1500,"Married","Same as respondent",3,5,0,100,"Yes","No","Yes","No","No","Yes"
"147","Female",1975,41,"Abroad","Africa","423","Catholic Christian",28,13,"CE long-term residence permit","Legal","Vocational qualification",11,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",900,35,900,"Divorced/Separated","I do not have a spouse/partner",3,4,50,50,"Yes","No","No","No","No","Yes"
"148","Male",1977,39,"Abroad","Europe","272","Muslim",24,15,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",1600,45,2000,"Married","Same as respondent",2,4,0,200,"No","No","Yes","No","No","Yes"
"149","Male",1976,40,"Abroad","Africa","419","Muslim",23,17,"CE long-term residence permit","Legal","Primary school",5,"Don't know, not informed","Very","No",1200,40,1200,"Married","Same as respondent",2,4,0,50,"No","Yes","No","No","No","Yes"
"150","Male",1999,17,"Abroad","Africa","419","Muslim",14,3,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",500,30,1800,"Single","I do not have a spouse/partner",0,6,0,0,"No","No","No","No","No","No"
"151","Female",1987,29,"Abroad","Africa","431","Muslim",22,7,"Valid residence permit/visa","Legal","Lower secondary school",8,"No","Fairly","No",400,10,1000,"Married","Same as respondent",4,6,0,0,"Yes","No","Yes","No","No","Yes"
"152","Male",1969,47,"Abroad","Africa","436","Muslim",29,18,"Dual citizenship","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",2000,45,2000,"Married","Same as respondent",3,6,0,0,"Yes","No","Yes","No","No","Yes"
"153","Male",1980,36,"Abroad","Africa","413","Orthodox Christian",20,16,"CE long-term residence permit","Legal","Primary school",5,"Don't know, not informed","Very","No",1500,50,2000,"Married","Same as respondent",3,5,0,100,"Yes","No","No","No","No","No"
"154","Male",1986,30,"Abroad","Europe","272","Muslim",23,7,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very well","No",1500,45,1500,"Single","I do not have a spouse/partner",0,1,200,200,"No","No","No","No","No","No"
"155","Male",1972,44,"Abroad","Africa","450","Muslim",27,17,"CE long-term residence permit","Legal","Primary school",5,"Don't know, not informed","Very","No",1400,45,1700,"Married","Same as respondent",3,5,0,50,"Yes","Yes","Yes","No","No","No"
"156","Female",1990,26,"Abroad","Europe","254","Orthodox Christian",16,10,"CE long-term residence permit","Legal","Upper secondary school",13,NA,"Very well",NA,400,6,2000,"Married","Other citizenship",1,3,100,100,"Yes","Yes","No","No","No","Yes"
"157","Male",1987,29,"Abroad","Asia","344","Muslim",20,9,"CE long-term residence permit","Legal","Vocational qualification",11,"Don't know, not informed","Fairly","No",1500,40,1500,"Married","Same as respondent",2,4,0,100,"Yes","No","No","No","No","Yes"
"158","Male",1998,18,"Abroad","Africa","436","Muslim",9,9,"Dual citizenship","Legal","Vocational qualification",11,NA,"Very well",NA,500,12,2500,"Single","I do not have a spouse/partner",0,5,0,250,"No","No","No","No","No","No"
"159","Male",1984,32,"Abroad","Africa","436","Muslim",18,14,"CE long-term residence permit","Legal","Lower secondary school",8,"No","Very","No",2000,20,2000,"Married","Same as respondent",2,4,0,200,"No","No","No","No","No","No"
"160","Male",1972,44,"Abroad","Africa","460","Muslim",27,17,"Dual citizenship","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",1700,40,1700,"Married","Same as respondent",3,5,0,50,"Yes","No","Yes","Yes","No","Yes"
"161","Female",1976,40,"Abroad","Europe","235","Orthodox Christian",24,16,"Dual citizenship","Legal","Upper secondary school",13,"Don't know, not informed","Very well","No",1400,40,2300,"Divorced/Separated","Italian",2,4,100,100,"Yes","No","Yes","Yes","No","Yes"
"162","Male",1972,44,"Abroad","Europe","235","Orthodox Christian",27,17,"Dual citizenship","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",1500,45,2000,"Married","Same as respondent",3,6,0,0,"No","No","No","No","No","Yes"
"163","Female",1968,48,"Abroad","Europe","243","Orthodox Christian",44,4,"Expired residence permit/visa being renewed","Legal","Upper secondary school",13,"Don't know, not informed","Very","No",1000,50,1000,"Divorced/Separated","Italian",2,1,500,500,"Yes","No","Yes","No","No","Yes"
"164","Male",1979,37,"Abroad","Asia","305","Muslim",22,15,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Very","No",1800,48,2200,"Married","Same as respondent",3,5,0,200,"No","No","No","No","No","No"
"165","Female",1968,48,"Abroad","Africa","443","Muslim",40,8,"CE long-term residence permit","Legal","Primary school",5,"Don't know, not informed","Fairly","No",800,30,1600,"Married","Same as respondent",3,5,50,50,"Yes","Yes","No","No","No","No"
"166","Male",1976,40,"Abroad","Asia","305","Muslim",24,16,"Dual citizenship","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",1600,48,2000,"Married","Same as respondent",2,5,0,200,"No","No","No","No","No","No"
"167","Female",1992,24,"Abroad","Europe","235","Orthodox Christian",7,17,"Dual citizenship","Legal","Upper secondary school",13,NA,"Very well",NA,350,10,1800,"Married","Italian",0,2,50,50,"Yes","No","Yes","Yes","No","Yes"
"168","Female",1968,48,"Abroad","Europe","254","Orthodox Christian",37,11,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",1000,50,1000,"Divorced/Separated","Other citizenship",2,1,400,400,"Yes","No","Yes","Yes","No","Yes"
"169","Male",1986,30,"Abroad","Europe","235","Orthodox Christian",13,17,"Dual citizenship","Legal","Lower secondary school",8,"No","Very","No",1400,50,2500,"Single","Same as respondent",0,2,200,200,"No","No","No","No","No","No"
"170","Male",1977,39,"Abroad","Asia","344","Muslim",23,16,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",2000,50,2000,"Married","Same as respondent",3,5,0,100,"Yes","Yes","No","No","No","Yes"
"171","Female",1976,40,"Abroad","Europe","235","Orthodox Christian",34,6,"Dual citizenship","Legal","Upper secondary school",13,"Don't know, wouldn't need it given the job opportunities in Italy","Very","No",1200,40,1200,"Divorced/Separated","I do not have a spouse/partner",2,3,50,50,"Yes","Yes","Yes","No","No","Yes"
"172","Male",1970,46,"Abroad","Africa","436","Muslim",29,17,"CE long-term residence permit","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",1800,50,1800,"Married","Same as respondent",4,6,0,0,"No","No","No","No","No","No"
"173","Male",1971,45,"Abroad","Asia","330","Sikh",24,21,"Dual citizenship","Legal","Lower secondary school",8,"Don't know, not informed","Very well","No",1500,40,1500,"Married","Same as respondent",2,4,0,200,"Yes","No","No","No","No","No"
"174","Male",1976,40,"Abroad","Asia","330","Hindu",31,9,"CE long-term residence permit","Legal","Upper secondary school",13,"No","Fairly","No",1000,40,1000,"Married","Same as respondent",1,3,0,0,"Yes","No","No","No","No","No"
"175","Male",1981,35,"Abroad","Asia","311","Buddhist",30,5,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",1000,50,1000,"Married","Same as respondent",1,1,300,300,"No","Yes","No","No","No","Yes"
"176","Male",1963,53,"Abroad","Asia","344","Muslim",45,8,"Expired residence permit/visa being renewed","Legal","Lower secondary school",8,"Don't know, not informed","Fairly","No",500,60,500,"Married","Same as respondent",3,1,200,200,"Yes","No","Yes","No","No","Yes"
"177","Male",1971,45,"Abroad","Europe","201","Muslim",23,22,"Valid residence permit/visa","Legal","Lower secondary school",8,"Don't know, not informed","Very","No",500,20,1400,"Married","Same as respondent",2,4,0,0,"Yes","No","Yes","No","No","No"
